"esm.IDnum.w1","esm.fileDate.w1","esm.PRO03.w1","esm.PRO02.w1"
64,20121206,2,2
64,20121206,4,4
64,20121207,1,1
64,20121207,2,2
64,20121208,2,2
64,20121209,3,3
64,20121209,4,4
64,20121210,2,2
64,20121210,3,5
68,20121130,1,6
68,20121202,2,2
68,20121202,3,3
68,20121202,4,4
68,20121203,1,1
68,20121203,2,2
68,20121203,3,3
68,20121203,4,4
68,20121204,1,1
68,20121204,2,2
68,20121206,1,1
68,20121209,2,2
68,20121209,3,3
68,20121210,4,4
69,20121128,2,2
69,20121128,3,3
69,20121128,4,4
69,20121130,1,1
69,20121130,2,2
69,20121130,4,4
69,20121202,1,1
69,20121202,3,3
69,20121202,4,4
69,20121204,3,3
69,20121205,2,2
70,20121117,1,6
70,20121117,2,2
70,20121117,3,3
70,20121117,4,4
70,20121118,1,1
70,20121118,2,2
70,20121118,3,3
70,20121118,4,4
70,20121119,1,1
70,20121119,2,2
70,20121119,3,3
70,20121119,4,4
70,20121120,2,2
70,20121120,3,3
70,20121120,4,4
70,20121129,3,3
70,20121201,2,2
70,20121201,3,5
71,20121201,1,6
71,20121201,3,3
71,20121201,4,4
71,20121202,1,1
71,20121202,2,2
71,20121202,3,3
71,20121202,4,4
71,20121203,1,1
71,20121203,2,2
71,20121203,3,3
71,20121203,4,4
71,20121204,1,1
71,20121204,2,2
71,20121204,3,3
71,20121205,1,1
71,20121205,2,2
71,20121205,3,3
71,20121206,1,1
71,20121206,2,2
71,20121206,3,3
71,20121206,4,4
71,20121207,1,1
71,20121209,4,4
71,20121210,2,2
71,20121210,3,5
72,20121116,2,2
72,20121116,3,3
72,20121116,4,4
72,20121117,1,1
72,20121117,2,2
72,20121117,4,4
72,20121118,2,2
72,20121119,2,2
72,20121119,3,3
72,20121120,3,3
72,20121125,2,2
72,20121127,3,3
73,20121116,3,6
73,20121116,4,4
73,20121117,2,2
73,20121117,4,4
73,20121118,1,1
73,20121118,2,2
73,20121118,4,4
73,20121124,3,3
73,20121125,2,2
73,20121127,1,1
73,20121128,3,3
74,20121130,3,6
74,20121201,3,3
74,20121201,4,4
74,20121202,2,2
74,20121202,3,3
74,20121202,4,4
74,20121203,1,1
74,20121203,2,2
74,20121203,3,3
74,20121203,4,4
74,20121204,2,2
74,20121204,3,3
74,20121204,4,4
74,20121205,2,2
74,20121205,3,3
74,20121205,4,4
74,20121206,1,1
74,20121206,2,2
74,20121206,3,3
74,20121206,4,4
74,20121207,1,1
74,20121207,2,2
74,20121207,3,3
74,20121207,4,4
74,20121208,2,2
74,20121208,3,3
74,20121208,4,4
74,20121209,1,1
74,20121209,2,2
74,20121209,3,3
74,20121209,4,4
74,20121210,1,1
74,20121210,2,2
74,20121210,3,3
74,20121210,4,4
74,20121211,1,1
74,20121211,2,2
74,20121211,3,3
74,20121211,4,4
74,20121212,1,1
74,20121212,2,2
74,20121212,3,3
74,20121212,4,4
78,20121208,1,6
78,20121210,1,1
78,20121211,3,3
78,20121212,1,1
78,20121212,2,2
78,20121212,4,4
79,20121127,2,6
79,20121128,2,2
79,20121129,1,1
79,20121129,3,3
79,20121130,1,1
79,20121201,1,1
79,20121202,4,4
79,20121203,1,1
80,20121204,3,3
80,20121204,4,4
80,20121205,1,1
80,20121205,2,2
80,20121205,3,3
80,20121205,4,4
80,20121206,1,1
80,20121206,2,2
80,20121206,3,3
80,20121206,4,4
80,20121207,1,1
80,20121207,4,4
80,20121208,2,2
80,20121208,3,3
80,20121208,4,4
80,20121209,2,2
80,20121209,3,3
80,20121209,4,4
80,20121210,2,2
80,20121210,3,3
80,20121210,4,4
80,20121211,2,2
80,20121211,3,3
80,20121211,4,4
80,20121212,1,1
80,20121212,4,4
80,20121214,1,1
80,20121214,2,2
80,20121214,3,3
80,20121216,2,2
81,20130129,2,6
81,20130129,3,3
81,20130129,4,4
81,20130130,3,3
81,20130130,4,4
81,20130131,1,1
81,20130131,2,2
81,20130131,3,3
81,20130131,4,4
81,20130201,2,2
81,20130201,4,4
81,20130202,3,3
81,20130202,4,4
81,20130203,1,1
81,20130203,2,2
81,20130203,3,3
81,20130203,4,4
81,20130204,4,4
81,20130205,1,1
81,20130205,2,2
81,20130205,4,4
81,20130206,1,1
81,20130208,2,2
81,20130208,4,4
81,20130209,1,1
81,20130209,2,2
81,20130209,3,3
81,20130209,4,4
81,20130210,1,1
81,20130210,3,3
81,20130210,4,4
81,20130211,3,3
81,20130212,3,3
81,20130212,4,4
83,20121206,3,6
83,20121207,2,2
83,20121207,4,4
83,20121208,1,1
83,20121208,2,2
85,20121207,2,6
85,20121207,3,3
85,20121207,4,4
85,20121208,1,1
85,20121208,3,3
85,20121208,4,4
85,20121209,1,1
85,20121209,2,2
85,20121209,4,4
85,20121210,1,1
85,20121210,2,2
85,20121210,3,3
85,20121210,4,4
85,20121211,2,2
85,20121211,3,3
85,20121211,4,4
85,20121212,1,1
85,20121212,2,2
85,20121212,3,3
85,20121213,2,2
85,20121214,1,1
85,20121214,3,3
85,20121215,2,2
85,20121215,3,3
85,20121221,4,4
86,20130202,1,6
86,20130202,2,2
86,20130202,3,3
86,20130202,4,4
86,20130203,1,1
86,20130203,2,2
86,20130203,3,3
86,20130203,4,4
86,20130204,1,1
86,20130204,2,2
86,20130204,3,3
86,20130204,4,4
86,20130205,1,1
86,20130205,2,2
86,20130205,3,3
86,20130205,4,4
86,20130207,2,2
86,20130207,3,3
86,20130207,4,4
86,20130208,2,2
86,20130208,4,4
86,20130209,1,1
86,20130209,2,2
86,20130209,3,3
86,20130209,4,4
86,20130210,1,1
86,20130210,2,2
86,20130210,3,3
86,20130210,4,4
86,20130211,1,1
86,20130211,2,2
86,20130211,4,4
86,20130212,1,1
86,20130212,2,2
86,20130212,3,3
86,20130212,4,4
86,20130213,2,2
86,20130213,3,3
86,20130214,1,1
86,20130214,2,2
86,20130214,3,3
86,20130215,1,1
86,20130215,2,2
86,20130215,3,3
86,20130216,1,1
86,20130216,2,2
87,20130130,2,6
87,20130131,1,1
87,20130131,2,2
87,20130131,3,3
87,20130131,4,4
87,20130201,1,1
87,20130201,2,2
87,20130201,3,3
87,20130201,4,4
87,20130202,1,1
87,20130202,2,2
87,20130202,3,3
87,20130202,4,4
87,20130203,1,1
87,20130203,2,2
87,20130203,3,3
87,20130203,4,4
87,20130204,1,1
87,20130204,2,2
87,20130204,3,3
87,20130204,4,4
87,20130205,1,1
87,20130205,2,2
87,20130205,3,3
87,20130205,4,4
87,20130206,1,1
87,20130206,2,2
87,20130206,3,3
87,20130206,4,4
87,20130207,1,1
87,20130207,2,2
87,20130207,3,3
87,20130207,4,4
87,20130208,1,1
87,20130208,3,3
87,20130208,4,4
87,20130209,1,1
87,20130209,2,2
87,20130209,3,3
87,20130209,4,4
87,20130210,1,1
87,20130210,2,2
87,20130210,3,3
87,20130210,4,4
87,20130211,1,1
87,20130211,2,2
87,20130211,3,3
87,20130211,4,4
87,20130212,1,1
87,20130212,2,2
87,20130212,3,3
87,20130212,4,4
87,20130213,1,1
87,20130213,2,2
87,20130213,4,4
88,20130130,2,6
88,20130130,3,3
88,20130130,4,4
88,20130131,1,1
88,20130131,2,2
88,20130131,3,3
88,20130131,4,4
88,20130201,1,1
88,20130201,2,2
88,20130201,3,3
88,20130201,4,4
88,20130202,1,1
88,20130202,2,2
88,20130202,3,3
88,20130203,1,1
88,20130203,2,2
88,20130203,3,3
88,20130203,4,4
88,20130204,1,1
88,20130204,2,2
88,20130204,3,3
88,20130204,4,4
88,20130205,1,1
88,20130205,2,2
88,20130205,3,3
88,20130205,4,4
88,20130206,1,1
88,20130206,2,2
88,20130206,3,3
88,20130206,4,4
88,20130207,1,1
88,20130207,2,2
88,20130207,4,4
88,20130208,1,1
88,20130208,2,2
88,20130208,4,4
88,20130209,1,1
88,20130209,2,2
88,20130209,3,3
88,20130209,4,4
88,20130210,1,1
88,20130210,2,2
88,20130210,4,4
88,20130211,1,1
88,20130211,2,2
88,20130211,3,3
88,20130211,4,4
88,20130212,1,1
88,20130212,2,2
88,20130212,4,4
89,20130129,1,6
89,20130130,1,1
89,20130130,2,2
89,20130130,3,3
89,20130130,4,4
89,20130131,1,1
89,20130131,2,2
89,20130131,3,3
89,20130131,4,4
89,20130201,1,1
89,20130201,2,2
89,20130201,3,3
89,20130201,4,4
89,20130202,1,1
89,20130202,2,2
89,20130202,3,3
89,20130203,1,1
89,20130203,3,3
89,20130203,4,4
89,20130204,1,1
89,20130204,2,2
89,20130204,3,3
89,20130204,4,4
89,20130205,1,1
89,20130205,2,2
89,20130205,3,3
89,20130205,4,4
89,20130206,1,1
89,20130206,2,2
89,20130206,3,3
89,20130206,4,4
89,20130207,1,1
89,20130207,2,2
89,20130207,3,3
89,20130207,4,4
89,20130208,1,1
89,20130208,2,2
89,20130208,3,3
89,20130208,4,4
89,20130209,1,1
89,20130209,2,2
89,20130209,3,3
89,20130209,4,4
89,20130210,1,1
89,20130210,2,2
89,20130210,3,3
89,20130210,4,4
89,20130211,1,1
89,20130211,2,2
89,20130211,4,4
89,20130212,1,1
89,20130212,2,2
89,20130212,3,3
89,20130212,4,4
90,20130201,3,6
90,20130201,4,4
90,20130202,1,1
90,20130202,2,2
90,20130202,3,3
90,20130202,4,4
90,20130203,1,1
90,20130203,2,2
90,20130203,3,3
90,20130203,4,4
90,20130204,1,1
90,20130204,2,2
90,20130204,3,3
90,20130204,4,4
90,20130205,1,1
90,20130205,2,2
90,20130205,3,3
90,20130205,4,4
90,20130206,1,1
90,20130206,2,2
90,20130206,3,3
90,20130207,1,1
90,20130207,2,2
90,20130207,4,4
90,20130208,1,1
90,20130208,3,3
90,20130208,4,4
90,20130209,2,2
90,20130210,3,3
90,20130210,4,4
90,20130211,2,2
90,20130211,3,3
90,20130212,3,3
90,20130212,4,4
91,20130130,2,6
91,20130130,3,3
91,20130130,4,4
91,20130131,1,1
91,20130131,3,3
91,20130131,4,4
91,20130201,1,1
91,20130201,3,3
91,20130201,4,4
91,20130202,1,1
91,20130202,3,3
91,20130202,4,4
91,20130203,1,1
91,20130203,2,2
91,20130203,3,3
91,20130204,3,3
91,20130204,4,4
91,20130205,1,1
91,20130205,2,2
91,20130205,3,3
91,20130206,1,1
91,20130206,2,2
91,20130206,4,4
91,20130207,1,1
91,20130207,3,3
91,20130207,4,4
91,20130208,1,1
91,20130208,2,2
91,20130209,1,1
91,20130209,2,2
91,20130209,3,3
91,20130210,3,3
91,20130211,1,1
91,20130211,4,4
91,20130213,4,4
92,20130201,3,6
92,20130202,3,3
92,20130203,1,1
92,20130203,2,2
92,20130203,3,3
92,20130203,4,4
92,20130204,1,1
92,20130204,2,2
92,20130204,3,3
92,20130204,4,4
92,20130205,1,1
92,20130205,2,2
92,20130205,3,3
92,20130205,4,4
92,20130206,1,1
92,20130206,2,2
92,20130206,3,3
92,20130206,4,4
92,20130207,1,1
92,20130207,2,2
92,20130207,3,3
92,20130208,1,1
92,20130208,2,2
92,20130208,3,3
92,20130208,4,4
92,20130209,2,2
92,20130209,4,4
92,20130210,2,2
92,20130210,3,3
92,20130211,1,1
92,20130211,2,2
92,20130211,3,3
92,20130212,1,1
92,20130212,2,2
92,20130212,3,3
92,20130212,4,4
92,20130213,1,1
92,20130213,3,3
92,20130213,4,4
92,20130214,1,1
92,20130214,2,2
92,20130214,3,3
92,20130214,4,4
92,20130215,1,1
92,20130215,2,2
92,20130215,4,4
93,20130201,1,6
93,20130203,2,2
93,20130203,3,3
93,20130203,4,4
93,20130204,1,1
93,20130204,2,2
93,20130204,3,3
93,20130204,4,4
93,20130205,1,1
93,20130205,2,2
93,20130205,3,3
93,20130205,4,4
93,20130206,1,1
93,20130206,2,2
93,20130206,3,3
93,20130206,4,4
93,20130207,1,1
93,20130207,2,2
93,20130207,3,3
93,20130207,4,4
93,20130208,1,1
93,20130208,2,2
93,20130208,3,3
93,20130208,4,4
93,20130211,3,3
94,20130202,1,6
94,20130202,2,2
94,20130202,3,3
94,20130202,4,4
94,20130203,1,1
94,20130203,2,2
94,20130203,3,3
94,20130203,4,4
94,20130204,1,1
94,20130204,2,2
94,20130204,3,3
94,20130204,4,4
94,20130205,1,1
94,20130205,2,2
94,20130205,3,3
94,20130205,4,4
94,20130207,1,1
94,20130207,3,3
94,20130207,4,4
94,20130208,1,1
94,20130209,3,3
94,20130209,4,4
94,20130210,1,1
94,20130210,2,2
94,20130210,3,3
94,20130210,4,4
94,20130211,1,1
94,20130211,2,2
94,20130211,3,3
94,20130211,4,4
94,20130212,1,1
94,20130212,3,3
94,20130212,4,4
94,20130213,1,1
94,20130213,2,2
94,20130213,3,3
94,20130213,4,4
94,20130214,1,1
94,20130214,3,3
94,20130214,4,4
94,20130215,1,1
94,20130215,3,3
94,20130215,4,4
94,20130216,2,2
94,20130216,3,3
95,20130202,1,6
95,20130202,2,2
95,20130202,3,3
95,20130202,4,4
95,20130203,1,1
95,20130203,3,3
95,20130203,4,4
95,20130204,1,1
95,20130204,2,2
95,20130204,4,4
95,20130205,1,1
95,20130205,2,2
95,20130205,4,4
95,20130206,2,2
95,20130206,4,4
95,20130207,1,1
95,20130207,3,3
95,20130207,4,4
95,20130208,1,1
95,20130210,1,1
95,20130210,4,4
95,20130211,1,1
95,20130211,3,3
95,20130211,4,4
95,20130212,1,1
95,20130212,2,2
95,20130213,1,1
95,20130215,1,1
95,20130216,2,2
97,20130201,1,6
97,20130203,1,1
97,20130203,2,2
97,20130203,3,3
97,20130203,4,4
97,20130204,1,1
97,20130204,2,2
97,20130204,3,3
97,20130204,4,4
97,20130205,1,1
97,20130205,3,3
97,20130205,4,4
97,20130206,2,2
97,20130206,3,3
97,20130206,4,4
97,20130207,1,1
97,20130207,2,2
97,20130207,3,3
97,20130207,4,4
97,20130208,1,1
97,20130208,2,2
97,20130208,3,3
97,20130208,4,4
97,20130209,1,1
97,20130209,2,2
97,20130209,3,3
97,20130209,4,4
97,20130210,1,1
97,20130210,2,2
97,20130210,3,3
97,20130210,4,4
97,20130211,1,1
97,20130211,2,2
97,20130211,3,3
97,20130211,4,4
97,20130212,1,1
97,20130212,3,3
97,20130212,4,4
97,20130213,1,1
97,20130213,2,2
97,20130213,3,3
97,20130213,4,4
97,20130214,3,3
97,20130214,4,4
97,20130215,1,1
97,20130215,2,2
97,20130215,3,3
97,20130215,4,4
98,20130202,2,6
98,20130203,2,2
98,20130203,3,3
98,20130203,4,4
98,20130204,1,1
98,20130204,2,2
98,20130204,3,3
98,20130204,4,4
98,20130205,1,1
98,20130205,2,2
98,20130205,3,3
98,20130205,4,4
98,20130206,1,1
98,20130206,2,2
98,20130206,3,3
98,20130206,4,4
98,20130207,1,1
98,20130207,2,2
98,20130208,1,1
98,20130208,2,2
98,20130208,3,3
98,20130208,4,4
98,20130209,1,1
98,20130209,2,2
98,20130209,3,3
98,20130209,4,4
98,20130210,2,2
98,20130210,3,3
98,20130210,4,4
98,20130211,1,1
98,20130211,2,2
98,20130211,3,3
98,20130211,4,4
98,20130212,1,1
98,20130212,4,4
98,20130213,1,1
98,20130213,2,2
98,20130213,4,4
98,20130214,2,2
98,20130214,4,4
98,20130215,2,2
98,20130216,1,1
98,20130216,2,2
98,20130216,3,3
